,val_loss,val_acc,loss,acc
0,3.4789592971801757,0.03242857196927071,3.5389662420614854,0.031199515831802697
1,3.3037466983795167,0.0745714285671711,3.444798553895103,0.045941034313863045
2,2.719188854217529,0.19500000023841857,2.993223327812355,0.13821255496322435
3,1.8848770332336426,0.4387142810821533,2.3690699198326888,0.30380221633225535
4,1.2924590282440185,0.6231428565979004,1.6088564542268127,0.5231940913855163
5,0.9508207693099976,0.7214285678863526,1.0970279525285391,0.6739845405872881
6,0.7638897824287415,0.7778571395874023,0.8080863215041276,0.7590728133483542
7,0.6592120847702027,0.8094285607337952,0.6081741582211077,0.8186302803252163
8,0.5711166677474976,0.8311428484916688,0.49204164647131626,0.8519068767643129
9,0.5301439747810364,0.8471428585052491,0.4023618726526208,0.8787214392991751
10,0.4949651598930359,0.8614285717010498,0.2864821549378612,0.9135270015681117
11,0.4818751378059387,0.8647142910957336,0.26470540808167714,0.9205227351727894
12,0.47573525762557983,0.8642857112884521,0.24995405370226273,0.9235204888077883
13,0.4736808698177338,0.8689999904632568,0.245514207413414,0.9248342218927141
14,0.46802622723579407,0.8704285726547242,0.23606957151339605,0.9284426512626501
15,0.46537926626205445,0.8698571472167969,0.22667251869502208,0.9305490924209259
16,0.4694849410057068,0.8715714321136475,0.216839983938969,0.9339227994154651
17,0.4655875909328461,0.8711428661346435,0.2118478355769772,0.9343122549126337
18,0.4566624612808228,0.8732857103347779,0.20873692302176586,0.936827496267282
19,0.45241961908340456,0.8757142968177796,0.20451465681049646,0.9375727067941175
20,0.4555861101150513,0.8750000066757202,0.19282829231900045,0.9415243481780871
21,0.45284705209732057,0.8754285664558411,0.18584944307804108,0.9426782818718757
22,0.45465428972244265,0.8762857217788697,0.18671072030869815,0.9426510993104714
23,0.4530530457496643,0.8770000047683716,0.18952239348465147,0.9417170760880076
24,0.45422244787216187,0.8752857141494751,0.18353861202042016,0.9434860384329455
25,0.4560346190929413,0.8762857103347779,0.18251765349666213,0.943312947603728
26,0.45535216736793516,0.8758571462631226,0.1841392765681331,0.9432234437419817
27,0.45487481546401975,0.8767142915725707,0.1867125248822334,0.9425051943165805
28,0.45609646129608156,0.8764285669326782,0.18454797226171152,0.9427495352220069
29,0.4544127843379974,0.8774285745620728,0.18499538452865985,0.9430803576341042
30,0.45702150106430056,0.8781428575515747,0.1797718559953017,0.9441600727336026
31,0.45425757789611815,0.8775714254379272,0.17886925485099459,0.94443803341978
32,0.45319243264198306,0.8775714311599732,0.17951105879273668,0.9440197328373381
33,0.4539474005699158,0.877142861366272,0.18103076288888836,0.9453756047566219
34,0.4530230612754822,0.878285719871521,0.1790675982259787,0.9453411142413433
35,0.4540415256023407,0.8778571443557739,0.1815736245646808,0.9431542810022542
36,0.45452781224250793,0.8781428632736206,0.1769952442803945,0.9459237234850499
37,0.4533727831840515,0.8782857141494751,0.17871990848441854,0.9444509013662121
38,0.45407400918006896,0.8767142915725707,0.17874560299327955,0.9444957296567125
39,0.4503997728824615,0.8797142872810364,0.17887156198804194,0.9453411171069512
